Category,Headline,Summary,Date
political-pulse,"How BJP crafted Delhi landslide with a coalition of upper caste, OBC groups","AAP managed to retain support among Dalits and Muslims, but it was insufficient to counter BJP’s dominance across a larger vote base.","FEBRUARY 10, 2025 20:36 IST"
political-pulse,"4 months after J&K govt formed, rules on power structure vis-a-vis LG likely soon","CM Omar Abdullah has a “positive” meeting with Union Home Minister, where the two discuss a range of issues.","FEBRUARY 10, 2025 20:17 IST"
political-pulse,Assam BJP chief: ‘Raised proposed China dam issue in Lok Sabha so that Centre can talk to its Chinese counterparts on it’,"“If the Brahmaputra’s water is stopped, it would be a challenge for us as the river is our lifeline. Our culture, civilisation and economic activities will be affected,” says Dilip Saikia","FEBRUARY 10, 2025 20:17 IST"
political-pulse,"As BJP pushes for consensus on next Manipur CM, who can succeed Biren Singh?","BJP has its task cut out as it has limited time to zero in on the next CM. “This means President’s Rule and keeping the Assembly suspended may be the only way out,” says a source.","FEBRUARY 11, 2025 08:34 IST"
political-pulse,"Most Delhi voters see welfare schemes as a right, but looked for more","30% respondents feel freebies do not bring substantial change in lives of individual households, but 60% argue that welfarism is a civic right","FEBRUARY 10, 2025 20:31 IST"
political-pulse,"Gender divide in Delhi polls: Men fuel BJP surge, AAP retains edge among women","AAP govt's free bus travel scheme for women swayed the beneficiary vote in its favour; however, BJP outdid AAP among non-beneficiary women voters.","FEBRUARY 10, 2025 18:31 IST"
political-pulse,"Rich as well as lower classes moved away, but AAP retains support of poorest strata",The combined demographic weight of the rich and middle classes in Delhi means no party can win in the Capital after losing significantly among them.,"FEBRUARY 10, 2025 17:55 IST"
political-pulse,"Voters grew dissatisfied with AAP govt, not many believed it was all LG’s ‘fault’","AAP struggled to attract voters beyond ‘fully satisfied’ voter base, losing dissatisfied as well as partially satisfied voters to BJP.","FEBRUARY 10, 2025 22:20 IST"
political-pulse,‘Manipur must get President’s Rule… A new CM now will be no different’: Kuki-Zo organisation spokesperson,"""There is no accountability here. It is about the Centre trying to shield Biren from the no-confidence motion that the BJP would have lost,” says Ng Lun Kipgen.","FEBRUARY 10, 2025 17:08 IST"
political-pulse,"‘When the next Census comes, we will revise SC numbers… Ask Centre why it is not conducting Census’: Telangana minister on Dalit sub-quotas",“Individual opinions with regard to our govt’s caste survey and sub-categorisation don’t matter… You will see overwhelming results in the coming local body elections”: N Uttam Kumar Reddy.,"FEBRUARY 10, 2025 12:49 IST"
political-pulse,"How BJP, resolute about avenging Ayodhya poll loss, won Milkipur by-election","In a closely coordinated campaign overseen by CM Yogi Adityanath, the BJP deployed senior ministers, over 2,000 workers from nearby areas; reached out to voters multiple times to drive home its message.","FEBRUARY 10, 2025 17:06 IST"
political-pulse,"Congress Manipur MP: ‘If Biren Singh thinks BJP is going to violate Manipur’s territorial integrity, he should say so openly’","""Sensible voices on both sides have been suppressed. I hope better sense prevails,"" says Angomcha Bimol Akoijam, Inner Manipur MP","FEBRUARY 10, 2025 11:26 IST"
political-pulse,"Next Manipur CM choice tricky, President’s Rule one option on Centre’s table","Among Kuki-Zos and Meiteis, groups on either side of the ethnic divide in the state, there are starkly different views on the road forward.","FEBRUARY 10, 2025 15:13 IST"
political-pulse,"0, 0, 0, and 3 saved deposits across 70 seats: What brought Delhi Congress here","No local face, confusion over ties with AAP, late push to campaign mean Congress fails to cash in on anger against Kejriwal. With eyes focused on silver lining, can party recoup","FEBRUARY 10, 2025 08:15 IST"
political-pulse,"For CM pick in Delhi, BJP looks at caste, community, NCR balance, RSS choice","With party emphasising good governance in its campaign, former Congress ministers too in with a chance, including for Dy CM.","FEBRUARY 10, 2025 07:36 IST"
political-pulse,Why Biren Singh finally resigned as Manipur CM: How the dominoes fell,"Amid intensifying pressure from within the state BJP and two visits to Delhi within a week, N Biren Singh had to step down after he lost the party central leadership’s support.","FEBRUARY 10, 2025 12:21 IST"
political-pulse,"The rise and fall of Biren Singh: Almost 2 years after Manipur conflict began, CM steps down","He, along with a group of ministers, had tried to resign in June 2023, 59 days after the ethnic conflict gripped the state, but were “prevented” by his supporters","FEBRUARY 10, 2025 05:06 IST"
political-pulse,"BSP downward spiral in Delhi continues, polls fewer votes than debutant AIMIM","The Mayawati-led party also came close to being beaten by NOTA, gambit of targeting youth voters to check Aazad Samaj Party fails","FEBRUARY 9, 2025 19:08 IST"
political-pulse,"In AAP-BJP face-off, what mattered more to Delhi voters: party or CM face?","Findings of the Lokniti-CSDS Survey show that the party, as represented by its leadership, was a key factor for both BJP and AAP voters. Only a handful of respondents referred to the CM candidate as a key factor influencing their choice.","FEBRUARY 10, 2025 03:18 IST"
political-pulse,"What moved Delhi voters: AAP welfare schemes were low on priority list; inflation, jobs among main concerns","While AAP retained an electoral advantage among those prioritising unemployment (55%) and price rise (52%), the BJP and its allies got the vote of those concerned with corruption (76%), lack of development (59%), and cleanliness (46%).","FEBRUARY 10, 2025 05:41 IST"
political-pulse,"‘Sheesh Mahal’ shows mirror to AAP, on ‘liquor scam’ opinion more split","Over one-thirds agreed AAP leaders were corrupt and arrests justified, but another one-thirds felt the Centre “trapped” them in false cases.","FEBRUARY 10, 2025 03:19 IST"
political-pulse,"AAP ahead in social media outreach, favoured by Delhi voters who decided late: Lokniti-CSDS survey","BJP gave AAP close race in campaign efforts, Congress did not register much either online or on the ground.","FEBRUARY 9, 2025 17:12 IST"
political-pulse,The methodology behind Lokniti-CSDS study of Delhi polls,"A representative section of 3,137 voters was interviewed across 28 constituencies and 140 polling stations.","FEBRUARY 10, 2025 03:25 IST"
political-pulse,"Why Kejriwal lost: Pollution, lack of clean drinking water behind voter anger; two-thirds saw AAP as corrupt","According to Lokniti-CSDS Delhi Assembly election survey, more than half of the voters had made up their mind before the election campaign began, BJP built a strong coalition of upper castes and OBCs","FEBRUARY 10, 2025 04:15 IST"
political-pulse,"Kejriwal challenge done and dusted, Mamata next in BJP crosshairs","Among regional Opposition players, Mamata now remains the only key anti-BJP face, who has ensured TMC’s dominance in Bengal for the last three terms","FEBRUARY 10, 2025 06:52 IST"
political-pulse,Which way Purvanchali votes swung in battle for Delhi,"The BJP improved its tally in constituencies dominated by Purvanchalis, retaining two seats it won in 2020 while wresting three from the AAP","FEBRUARY 9, 2025 17:24 IST"
political-pulse,"AAP now, Congress then: In Delhi Assembly poll results, a 2013 parallel","The AAP on Saturday saw itself reduced to more or less the same regions of Delhi where the Congress did well in the 2013 polls, the last time it managed to open its account in the national capital.","FEBRUARY 9, 2025 17:24 IST"
political-pulse,Politics of hope and handouts: Why BJP’s Delhi win will have a national echo,"Voters have become that much more transactional and pragmatic, aspirational and demanding. Delhi holds out lessons which other states can ill afford to ignore.","FEBRUARY 9, 2025 15:54 IST"
political-pulse,"Manish Sisodia to Arvind Kejriwal, AAP lost 9 tight fights to BJP, won four","In 13 Delhi contests where the victory margin was under 5,000 votes, BJP's closest win came in Sangam Vihar, where its candidate Chandan Choudhary defeated sitting AAP MLA Dinesh Mohaniya by 344 votes","FEBRUARY 9, 2025 17:25 IST"
political-pulse,New Delhi CM: Will BJP go with a surprise pick or a studied one?,"Discussions on since January, say sources, with options on table including Delhi’s 7 BJP MPs and its big Assembly winners.","FEBRUARY 9, 2025 15:52 IST"
political-pulse,What AAP’s Delhi win map tells us about where the party is left standing,The AAP largely won in constituencies that either have a high population of Muslims and Dalits or large numbers of the working classes and the poor living in slums.,"FEBRUARY 9, 2025 08:11 IST"
political-pulse,"How rural votes in Delhi deserted AAP, brought about its exit from power","After the AAP swept all 18 in 2015 and won 17 in 2020, the BJP came back to win 13 this time. This supplemented BJP dominance of urban seats as well","FEBRUARY 9, 2025 08:56 IST"
political-pulse,"No one can just stake claim to Delhi CM post … BJP leadership will decide, after introspection: Hardeep Puri","""BJP will ensure a seamless transition both in governance as well as AAP govt schemes... But we will ensure that corruption component is completely cut out,"" says Union Minister Hardeep Puri","FEBRUARY 9, 2025 08:56 IST"
political-pulse,Can Arvind Kejriwal in defeat be the Arvind Kejriwal on the up and up? Now comes the test,"With 43.57 per cent of vote share in Delhi plus power in Punjab, AAP still has a substantial base. However, the challenge now will be holding its flock together given its loose structure with Kejriwal as its fulcrum.","FEBRUARY 10, 2025 05:32 IST"
political-pulse,"BJP avenges Ayodhya Lok Sabha blow, drowns SP challenge in Milkipur bypoll","Chandrabhanu Paswan defeats sitting Faizabad MP Awadhesh Prasad’s son Ajit by over 61,000 votes, as Pasi vote shifts to BJP. Akhilesh PDA pitch may have taken a hit.","FEBRUARY 8, 2025 18:18 IST"
political-pulse,"After Delhi drubbing, word of advice for AAP from its Goa chief: Alliance with Congress only way forward","Amit Palekar tells Express two parties must tie up for 2027 Assembly polls in coastal state, adds that a tie-up with Congress may have helped to “some extent” in Delhi too.","FEBRUARY 9, 2025 09:00 IST"
political-pulse,Bypoll with barely an opposition sees DMK steamroll to victory in Erode East,"The ruling party was up against NTK of Tamil nationalist leader Seeman as the main opposition, AIADMK, and BJP jointly boycotted the election","FEBRUARY 8, 2025 16:19 IST"
political-pulse,Arvind Kejriwal among top AAP losers as Congress gets more votes than BJP’s winning margin in 13 seats,"Also affected were AAP’s Manish Sisodia, Saurabh Bharadwaj, Somnath Bharti and Durgesh Pathak","FEBRUARY 9, 2025 15:54 IST"
political-pulse,Delhi poll results to cast a long shadow on Punjab politics: What next for parties there?,"While some in AAP believe Arvind Kejriwal will get more involved with state affairs, Punjab Congress MP believes a mid-term election is imminent in the state.","FEBRUARY 9, 2025 09:19 IST"
